time,current,voltage,temperature
0.0,-0.003723171086375212,4.196227405416926,24.578577776974136
9.375,-0.0020842935262684477,4.195708989022873,24.57963871634701
19.561999999999998,-2.010345304106867,3.984621175864837,24.599825966368282
28.891,-2.013463787940229,3.964412133852339,24.667586437994117
38.218999999999994,-2.0111544534698624,3.947961220749837,24.768872566863745
47.531,-2.0149579331613756,3.9347572343139414,24.869852521974924
56.906,-2.0086801570084996,3.9224528053326786,24.966738481297064
66.281,-2.0120140858142492,3.911665432543027,25.079290032780644
75.656,-2.014417152720105,3.902006957172167,25.187895827624942
85.062,-2.0125023456242452,3.8930260642968664,25.31306443105401
94.39099999999999,-2.0093179765302955,3.8850771028699813,25.432662282726472
103.781,-2.0124859625676708,3.8777011882618395,25.535669933296646
113.109,-2.0131195859654536,3.8705587199865104,25.65220403871462
122.453,-2.0133239587172698,3.8642227440863417,25.767991045158915
131.875,-2.0111619401167014,3.8582587761349214,25.884806078374066
141.219,-2.01336939353384,3.8523679205593355,26.000516324357488
150.609,-2.014735749108486,3.8470493524137357,26.109098738062382
159.953,-2.015031993937134,3.8419970073835676,26.22752638002492
169.375,-2.0117625855114745,3.8370731263364255,26.340664999311514
178.766,-2.0088053908129093,3.8326051670456285,26.46506911666034
188.141,-2.0125941297941834,3.828076569546667,26.56578360386871
197.516,-2.0112600719074156,3.823836077811343,26.691258847516746
206.844,-2.0117344242102555,3.819894571585332,26.79328989268495
216.187,-2.01403011931388,3.8159182884390552,26.910398536401566
225.547,-2.0132958391887787,3.812171266170135,27.016963233417496
234.969,-2.0110638436855575,3.808519568947991,27.121458156434663
244.281,-2.010523308456486,3.8049240008993532,27.238933885672324
253.687,-2.0140654769412185,3.801388971003127,27.35249342490237
263.016,-2.010027648399936,3.7978440393661828,27.46256259593145
272.344,-2.01556799602891,3.7944553480803096,27.56797476685204
281.719,-2.0111599749760734,3.7909770709280153,27.674528184636824
291.109,-2.0108993492314906,3.7873805751195624,27.79206534307187
300.5,-2.014316356530475,3.783972492791153,27.892452935051672
309.875,-2.0128978167465883,3.7806156027808706,27.991838314989142
319.281,-2.0124304592279763,3.776958371918274,28.096027879057452
328.641,-2.0106645869918065,3.7731860129154478,28.205376482452106
337.984,-2.016410775935125,3.7696403288607643,28.299635118856067
347.359,-2.0125675772545266,3.7660625574093403,28.41401809643447
356.703,-2.012834206373406,3.7626353719595707,28.51321849774289
366.078,-2.0120336805465358,3.7588871542730575,28.610737616720424
375.453,-2.0134911338983,3.755154766308837,28.705327065862395
384.859,-2.0103035850058637,3.751594501110141,28.804912545832973
394.234,-2.0152241587437554,3.7477512671663864,28.896592000021343
403.562,-2.012782908509622,3.7440518681114154,28.993733065060216
412.937,-2.0118552269462473,3.740410786064651,29.09334135291877
422.328,-2.0131457010899005,3.7367080739896688,29.167850613577475
431.656,-2.0132713876103705,3.7331795628769404,29.264693009296
441.0,-2.011927588093395,3.7295905454292773,29.34552183499609
450.328,-2.013314502961152,3.7255321108978796,29.430747381421373
459.687,-2.012754683289198,3.722147221080908,29.506502943886762
469.141,-2.0139715355453274,3.7184727258440007,29.575497660604817
478.437,-2.0121022053659785,3.714818223998032,29.645643426228133
487.859,-2.011079389671662,3.7110517006706245,29.712195962953203
497.266,-2.0122475016805215,3.707701229190233,29.772300059970533
506.672,-2.0120580024747032,3.704206090219276,29.835961820832047
516.047,-2.0118879070498195,3.700461301684713,29.88841876743399
525.406,-2.0108064598887054,3.6972734769925766,29.942553800734593
534.75,-2.0098506969093615,3.693822293869084,29.98210801225687
544.094,-2.012886889980974,3.6903878760797912,30.023969370981778
553.453,-2.0138926539172033,3.6871248296319457,30.070326394341656
562.844,-2.0119150201025877,3.683770298613267,30.095915491821607
572.187,-2.012233721678292,3.680604101399776,30.137955430499574
581.594,-2.014490567811964,3.677280356616008,30.175250344476964
590.953,-2.012299018342044,3.6742024646315747,30.20244016957594
600.328,-2.0110078404073337,3.670913655324994,30.217031846836154
609.672,-2.0114476782556014,3.6680264228911996,30.245987879148043
619.016,-2.011059503797968,3.664518057079873,30.260971912157856
628.391,-2.0114112553359895,3.661286611215498,30.289813969979164
637.75,-2.0140984381231686,3.6584708820402905,30.311595394996843
647.141,-2.013480103211976,3.6553229763729362,30.33445965006664
656.516,-2.0126449949175793,3.6521460434988975,30.35062705225922
665.875,-2.0107572609573685,3.649255816314075,30.369442204883082
675.203,-2.0127325318437572,3.6463519033902703,30.399580610053647
684.625,-2.012349839994852,3.643170898186844,30.409120319880323
693.984,-2.0121543235136636,3.6402320005767894,30.426344990665058
703.328,-2.009290352264961,3.637190571467319,30.443782381779567
712.719,-2.013150670078919,3.634431360344164,30.45777722559516
722.078,-2.009950608347241,3.631568971112878,30.484964463033457
731.453,-2.0113257445821886,3.6288739435312722,30.504537031345833
740.812,-2.0124387364984444,3.6257448573811417,30.535415471114153
750.187,-2.012334362059226,3.6230723395584445,30.56096874739036
759.578,-2.0098878878673876,3.620031395866638,30.58412214401296
768.969,-2.014941510138941,3.6174912971440785,30.606002895386975
778.328,-2.012991190337559,3.61484617972959,30.635813662830145
787.734,-2.0129644164209557,3.6119381635200556,30.666539625971726
797.094,-2.012819117660108,3.6091729151611887,30.690080333041017
806.422,-2.0120718289765875,3.6062377519132096,30.722119425469856
815.75,-2.012217513316432,3.603504018716786,30.756354264045147
825.141,-2.0128781141089647,3.600818957022414,30.796629431002092
834.453,-2.0139349467821392,3.598383691546987,30.8231601655491
843.828,-2.013091570267163,3.5955126073146078,30.87060101843605
853.25,-2.0139869216171835,3.592961106736652,30.89377653157253
862.562,-2.012982250758883,3.5902793584824977,30.934513766834435
871.906,-2.01126064250974,3.587676454959096,30.967488843443768
881.312,-2.012990173707692,3.5849554810062867,31.004905347916132
890.719,-2.0117346938156717,3.5824526585196503,31.04251853541433
900.094,-2.01280425626178,3.579960291048242,31.073615586656107
909.469,-2.011504915860409,3.5773809279419977,31.131153705871167
918.828,-2.011681369489035,3.574908960174924,31.164156004930216
928.187,-2.012493634281621,3.5725645718772925,31.207298712594994
937.5,-2.014827286122843,3.5699199812349325,31.248067248908097
946.906,-2.011697449167529,3.5675431693819974,31.2852496856995
956.281,-2.0102982102721123,3.5649240666169955,31.336912726578948
965.641,-2.0116473018993064,3.5625017920175597,31.395956292484595
975.078,-2.0114317817470884,3.560205973572068,31.419987417406734
984.437,-2.0136436047220707,3.5579765842548468,31.474518256635662
993.781,-2.013223334541834,3.5554097638123885,31.52479130775337
1003.125,-2.0126605391908483,3.5531976547335122,31.562524968601547
1012.469,-2.0115609259100364,3.5510859034122086,31.623410033529122
1021.906,-2.01689808000431,3.548668535837267,31.657470285591042
1031.281,-2.0118499424886993,3.5464665669408286,31.708736365894268
1040.609,-2.0118651824041796,3.5439032649821773,31.752218826901487
1049.969,-2.011929438820826,3.5418475128501252,31.798094258542633
1059.344,-2.013999149029972,3.5395365384146094,31.836203203770634
1068.703,-2.011438433876448,3.537565543591913,31.893482486412452
1078.109,-2.0147369088353106,3.535351649070687,31.943953444385865
1087.516,-2.01066023963822,3.532986477312819,31.991876056056707
1096.875,-2.0097615744562707,3.531095708375493,32.03354584715786
1106.234,-2.013695421768172,3.5287346690707673,32.07491368440249
1115.578,-2.0159160221005386,3.526559691335536,32.12210680879441
1124.953,-2.0116818433897135,3.524642875096314,32.169109688242436
1134.328,-2.011003768027384,3.522236121769584,32.220985359780386
1143.703,-2.014298045675311,3.520329666110998,32.25807028118271
1153.031,-2.0108878234352208,3.5183479695275106,32.31466161693789
1162.406,-2.0119475352059863,3.516249394101902,32.355736794185894
1171.734,-2.0127884365786044,3.5144470536925545,32.40041310569575
1181.125,-2.0112175645320587,3.5125799595860294,32.44341094037843
1190.453,-2.0136468267973666,3.510679799689268,32.491348669234064
1199.844,-2.0128122504211317,3.508769696466772,32.53646527973108
1209.234,-2.012895892932186,3.507039681785961,32.574939945175366
1218.625,-2.013849005182113,3.504629208995832,32.622895471376886
1227.984,-2.013270101531209,3.502915358345225,32.669515320935965
1237.359,-2.0119843231164043,3.501214234886771,32.71436085462638
1246.719,-2.012007906653161,3.4993248874835157,32.76213833302612
1256.078,-2.0127757386386547,3.4972917237394845,32.8020130444895
1265.437,-2.0107760610307617,3.4956196582976653,32.845456824499585
1274.812,-2.011273836926709,3.493803769423293,32.8918857951385
1284.187,-2.010919948395585,3.492039800450774,32.939349881490266
1293.562,-2.012633552004842,3.490303163833363,32.989632771316046
1302.922,-2.010480201697111,3.4885920524379013,33.02708814625764
1312.281,-2.0115667790757925,3.4866040700039034,33.08179450942683
